village,state,date,outbreak,outbreak_type,risk_level,risk_score,total_diarrhea_cases,total_fever_cases,total_vomiting_cases,total_affected_population,water_contaminated,flooding_occurred,high_rainfall_event,outbreak_duration_days,cases_hospitalized,cases_recovered,intervention_needed,alert_level,reported_by,verification_status
Aizawl Rural,Mizoram,2023-10-17,0,None,Low,12.1,2,3,3,11,0,0,0,0,0,0,0,Yellow,ASHA Worker,Verified
Naharlagun Village,Arunachal Pradesh,2023-10-17,0,None,Medium,16.2,3,6,1,24,0,0,0,0,0,0,0,Orange,ASHA Worker,Pending
Resubelpara Rural,Meghalaya,2023-10-18,0,None,Low,12.6,3,2,3,11,0,0,0,0,0,0,0,Green,District Health Office,Under Investigation
Kohima Rural,Nagaland,2023-10-18,0,None,Low,14.1,3,3,3,20,0,0,0,0,0,0,0,Green,ASHA Worker,Verified
Kolasib Rural,Mizoram,2023-10-18,0,None,Low,11.8,2,2,4,19,0,0,0,0,0,0,0,Green,Clinic,Verified
Lunglei Village,Mizoram,2023-10-18,0,None,High,30.7,5,3,1,20,1,0,0,0,0,0,1,Yellow,Clinic,Verified
Mangan Village,Sikkim,2023-10-18,0,None,Low,11.8,2,2,4,15,0,0,0,0,0,0,0,Yellow,Clinic,Verified
Pakyong Village,Sikkim,2023-10-18,0,None,Medium,24.7,2,3,1,13,1,0,0,0,0,0,0,Green,Clinic,Verified
Kailashahar Village,Tripura,2023-10-18,0,None,High,37.6,3,2,3,19,1,0,1,0,0,0,1,Red,Community Leader,Verified
Serchhip Village,Mizoram,2023-10-19,0,None,Low,11.2,2,4,1,11,0,0,0,0,0,0,0,Orange,Clinic,Under Investigation
Bomdila Rural,Arunachal Pradesh,2023-10-19,0,None,Low,10.9,2,3,2,11,0,0,0,0,0,0,0,Yellow,Clinic,Under Investigation
Pakyong Village,Sikkim,2023-10-19,0,None,Medium,23.7,3,1,1,6,1,0,0,0,0,0,0,Yellow,ASHA Worker,Verified
Dibrugarh Rural,Assam,2023-10-19,0,None,High,30.2,4,4,1,18,1,0,0,0,0,0,1,Green,Clinic,Verified
Nongpoh Village,Meghalaya,2023-10-19,0,None,Low,9.5,4,1,0,8,0,0,0,0,0,0,0,Green,District Health Office,Verified
Guwahati Rural,Assam,2023-10-19,0,None,Low,11.0,4,2,0,13,0,0,0,0,0,0,0,Yellow,Community Leader,Verified
Williamnagar Village,Meghalaya,2023-10-19,0,None,Low,14.4,3,4,2,18,0,0,0,0,0,0,0,Orange,ASHA Worker,Under Investigation
Saitual Rural,Mizoram,2023-10-20,0,None,Low,11.9,4,1,2,8,0,0,0,0,0,0,0,Green,Clinic,Verified
Tezpur Rural,Assam,2023-10-20,0,None,Low,11.6,1,4,3,17,0,0,0,0,0,0,0,Green,District Health Office,Verified
Tamenglong Rural,Manipur,2023-10-20,0,None,Low,13.4,4,2,2,16,0,0,0,0,0,0,0,Red,Clinic,Under Investigation
Ukhrul Village,Manipur,2023-10-20,0,None,Low,11.9,1,5,2,12,0,0,0,0,0,0,0,Yellow,Clinic,Verified
Mokokchung Rural,Nagaland,2023-10-20,0,None,Low,9.7,2,3,1,12,0,0,0,0,0,0,0,Yellow,District Health Office,Under Investigation
Dibrugarh Rural,Assam,2023-10-20,0,None,Medium,21.2,7,4,1,16,0,0,0,0,0,0,0,Green,Clinic,Verified
Jowai Rural,Meghalaya,2023-10-20,0,None,Low,14.1,3,3,3,18,0,0,0,0,0,0,0,Green,ASHA Worker,Verified
Lunglei Village,Mizoram,2023-10-21,0,None,Low,9.1,2,1,3,8,0,0,0,0,0,0,0,Yellow,Clinic,Verified
Barpeta Village,Assam,2023-10-21,0,None,Low,8.7,0,5,1,14,0,0,0,0,0,0,0,Green,District Health Office,Pending
Pakyong Village,Sikkim,2023-10-21,0,None,Low,6.2,1,2,1,6,0,0,0,0,0,0,0,Yellow,Clinic,Under Investigation
Imphal Rural,Manipur,2023-10-21,0,None,Low,14.4,3,4,2,21,0,0,0,0,0,0,0,Green,ASHA Worker,Verified
Wokha Rural,Nagaland,2023-10-21,0,None,Medium,24.4,3,4,2,16,0,0,1,0,0,0,0,Green,ASHA Worker,Verified
Shillong Rural,Meghalaya,2023-10-21,0,None,Low,11.9,4,1,2,13,0,0,0,0,0,0,0,Yellow,Clinic,Verified
Karimganj Village,Assam,2023-10-21,0,None,Low,5.7,0,3,1,7,0,0,0,0,0,0,0,Red,Clinic,Under Investigation
Dimapur Village,Nagaland,2023-10-22,0,None,Medium,18.0,1,4,0,6,0,0,1,0,0,0,0,Red,Clinic,Under Investigation
Champhai Rural,Mizoram,2023-10-22,1,Flood-related,High,38.6,6,2,3,22,0,1,0,9,1,4,1,Red,ASHA Worker,Verified
Zunheboto Village,Nagaland,2023-10-22,0,None,Low,10.9,2,3,2,17,0,0,0,0,0,0,0,Green,ASHA Worker,Verified
Lunglei Village,Mizoram,2023-10-22,0,None,Medium,23.5,6,1,0,10,0,0,1,0,0,0,0,Yellow,ASHA Worker,Verified
Karimganj Village,Assam,2023-10-22,0,None,Low,9.6,3,0,3,10,0,0,0,0,0,0,0,Yellow,Clinic,Pending
Dimapur Village,Nagaland,2023-10-22,0,None,Low,10.0,2,4,0,14,0,0,0,0,0,0,0,Yellow,ASHA Worker,Under Investigation
Bishnupur Rural,Manipur,2023-10-22,0,None,Low,13.6,2,4,3,12,0,0,0,0,0,0,0,Red,ASHA Worker,Under Investigation
Kiphire Village,Nagaland,2023-10-23,0,None,Low,4.2,0,2,1,6,0,0,0,0,0,0,0,Green,Clinic,Verified
Karimganj Village,Assam,2023-10-23,0,None,High,40.9,1,1,2,6,1,1,0,0,0,0,1,Green,ASHA Worker,Verified
Tamenglong Rural,Manipur,2023-10-23,0,None,Medium,17.3,4,3,4,17,0,0,0,0,0,0,0,Yellow,ASHA Worker,Under Investigation
Phek Rural,Nagaland,2023-10-23,0,None,Low,6.2,1,2,1,6,0,0,0,0,0,0,0,Green,ASHA Worker,Verified
Champhai Rural,Mizoram,2023-10-23,0,None,Low,9.5,4,1,0,6,0,0,0,0,0,0,0,Orange,Clinic,Pending
Ukhrul Village,Manipur,2023-10-23,0,None,Low,9.8,1,2,4,17,0,0,0,0,0,0,0,Orange,ASHA Worker,Verified
Khliehriat Village,Meghalaya,2023-10-23,1,Water-borne,High,32.4,6,2,2,22,1,0,0,15,0,5,1,Green,ASHA Worker,Verified
Mokokchung Rural,Nagaland,2023-10-24,0,None,Medium,20.7,6,5,1,19,0,0,0,0,0,0,0,Yellow,ASHA Worker,Verified
Senapati Rural,Manipur,2023-10-24,0,None,Low,14.1,3,3,3,22,0,0,0,0,0,0,0,Orange,District Health Office,Verified
Dibrugarh Rural,Assam,2023-10-24,0,None,Low,12.6,3,2,3,13,0,0,0,0,0,0,0,Green,District Health Office,Verified
Champhai Rural,Mizoram,2023-10-24,0,None,Medium,17.5,2,5,5,19,0,0,0,0,0,0,0,Yellow,Clinic,Verified
Naharlagun Village,Arunachal Pradesh,2023-10-24,0,None,Low,11.4,3,2,2,12,0,0,0,0,0,0,0,Yellow,Community Leader,Verified
Shillong Rural,Meghalaya,2023-10-24,0,None,Low,1.2,0,0,1,1,0,0,0,0,0,0,0,Green,District Health Office,Verified
Silchar Village,Assam,2023-10-24,0,None,High,38.7,4,3,1,19,1,0,1,0,0,0,1,Yellow,Community Leader,Under Investigation
Phek Rural,Nagaland,2023-10-25,1,Water-borne,High,35.4,6,4,2,28,1,0,0,11,1,5,1,Yellow,Community Leader,Verified
Naharlagun Village,Arunachal Pradesh,2023-10-25,0,None,Medium,18.2,7,2,1,18,0,0,0,0,0,0,0,Green,Community Leader,Pending
Tezpur Village,Arunachal Pradesh,2023-10-25,1,Community-spread,Medium,25.4,10,2,2,34,0,0,0,10,1,9,1,Orange,ASHA Worker,Verified
Karimganj Village,Assam,2023-10-25,0,None,Low,3.2,1,0,1,3,0,0,0,0,0,0,0,Orange,Community Leader,Verified
Tezpur Rural,Assam,2023-10-25,0,None,Low,4.4,1,0,2,7,0,0,0,0,0,0,0,Yellow,District Health Office,Verified
Roing Village,Arunachal Pradesh,2023-10-25,0,None,Low,11.3,1,3,4,9,0,0,0,0,0,0,0,Orange,ASHA Worker,Under Investigation
Imphal Rural,Manipur,2023-10-25,0,None,Low,11.1,3,1,3,16,0,0,0,0,0,0,0,Green,ASHA Worker,Under Investigation
Imphal Rural,Manipur,2023-10-26,0,None,Low,11.2,2,4,1,17,0,0,0,0,0,0,0,Orange,Clinic,Verified
Barpeta Village,Assam,2023-10-26,0,None,Low,5.2,2,0,1,6,0,0,0,0,0,0,0,Green,ASHA Worker,Verified
Saitual Rural,Mizoram,2023-10-26,0,None,Low,5.5,2,1,0,5,0,0,0,0,0,0,0,Green,District Health Office,Pending
Pasighat Rural,Arunachal Pradesh,2023-10-26,0,None,Medium,27.8,5,2,4,24,0,0,1,0,0,0,1,Green,Clinic,Under Investigation
Williamnagar Village,Meghalaya,2023-10-26,0,None,High,38.4,4,2,2,12,1,0,1,0,0,0,1,Yellow,ASHA Worker,Verified
Saitual Rural,Mizoram,2023-10-26,0,None,Medium,16.7,2,1,1,6,0,0,1,0,0,0,0,Orange,District Health Office,Verified
Guwahati Rural,Assam,2023-10-26,0,None,Medium,23.1,0,3,3,14,1,0,0,0,0,0,0,Orange,Clinic,Verified
Amarpur Village,Tripura,2023-10-27,0,None,Medium,16.0,5,4,0,14,0,0,0,0,0,0,0,Green,ASHA Worker,Pending
Singtam Village,Sikkim,2023-10-27,0,None,Low,12.6,3,2,3,9,0,0,0,0,0,0,0,Green,Community Leader,Verified
Guwahati Rural,Assam,2023-10-27,0,None,Medium,23.4,3,0,2,10,1,0,0,0,0,0,0,Yellow,ASHA Worker,Verified
Khliehriat Village,Meghalaya,2023-10-27,0,None,Medium,20.0,2,4,0,14,0,0,1,0,0,0,0,Green,Community Leader,Under Investigation
Champhai Rural,Mizoram,2023-10-27,0,None,Low,12.5,4,3,0,11,0,0,0,0,0,0,0,Yellow,ASHA Worker,Under Investigation
Agartala Rural,Tripura,2023-10-27,0,None,High,38.1,4,1,3,17,1,0,1,0,0,0,1,Red,ASHA Worker,Verified
Karimganj Village,Assam,2023-10-27,0,None,Low,14.4,3,4,2,15,0,0,0,0,0,0,0,Green,ASHA Worker,Verified
Hnahthial Village,Mizoram,2023-10-28,1,Weather-related,High,35.4,7,6,2,23,0,0,1,3,0,6,1,Red,Clinic,Verified
Nongpoh Village,Meghalaya,2023-10-28,0,None,Low,13.8,3,2,4,13,0,0,0,0,0,0,0,Green,ASHA Worker,Verified
Karimganj Village,Assam,2023-10-28,0,None,Medium,24.4,2,2,2,14,1,0,0,0,0,0,0,Green,District Health Office,Verified
Bishnupur Rural,Manipur,2023-10-28,0,None,Low,4.4,1,0,2,6,0,0,0,0,0,0,0,Yellow,ASHA Worker,Verified
Tura Village,Meghalaya,2023-10-28,0,None,Low,10.9,2,3,2,10,0,0,0,0,0,0,0,Green,District Health Office,Verified
Saitual Rural,Mizoram,2023-10-28,0,None,Medium,17.9,2,1,2,7,0,0,1,0,0,0,0,Yellow,Clinic,Verified
Karimganj Village,Assam,2023-10-28,0,None,Low,9.0,0,2,5,14,0,0,0,0,0,0,0,Red,ASHA Worker,Pending
Resubelpara Rural,Meghalaya,2023-10-29,0,None,Medium,17.4,6,2,2,14,0,0,0,0,0,0,0,Yellow,District Health Office,Pending
Gyalshing Rural,Sikkim,2023-10-29,0,None,Low,10.4,4,0,2,8,0,0,0,0,0,0,0,Yellow,ASHA Worker,Verified
Thoubal Village,Manipur,2023-10-29,0,None,Medium,24.2,1,4,1,9,1,0,0,0,0,0,0,Yellow,ASHA Worker,Verified
Dibrugarh Rural,Assam,2023-10-29,0,None,Medium,26.4,3,2,2,14,1,0,0,0,0,0,1,Green,Clinic,Verified
Belonia Rural,Tripura,2023-10-29,0,None,Low,5.9,1,1,2,8,0,0,0,0,0,0,0,Green,ASHA Worker,Under Investigation
Naharlagun Village,Arunachal Pradesh,2023-10-29,0,None,Medium,21.9,4,1,2,14,0,0,1,0,0,0,0,Yellow,District Health Office,Under Investigation
Namchi Village,Sikkim,2023-10-29,0,None,Low,6.2,1,2,1,6,0,0,0,0,0,0,0,Yellow,ASHA Worker,Verified
Thoubal Village,Manipur,2023-10-30,0,None,Low,9.7,2,3,1,12,0,0,0,0,0,0,0,Red,District Health Office,Verified
Gangtok Rural,Sikkim,2023-10-30,0,None,Low,11.9,1,5,2,17,0,0,0,0,0,0,0,Yellow,ASHA Worker,Pending
Jorethang Rural,Sikkim,2023-10-30,0,None,Low,6.0,3,0,0,5,0,0,0,0,0,0,0,Orange,Community Leader,Verified
Tuensang Village,Nagaland,2023-10-30,0,None,Low,11.9,4,1,2,12,0,0,0,0,0,0,0,Red,Clinic,Verified
Itanagar Rural,Arunachal Pradesh,2023-10-30,0,None,Medium,22.9,3,3,2,18,0,0,1,0,0,0,0,Green,Community Leader,Verified
Churachandpur Village,Manipur,2023-10-30,0,None,High,31.6,5,2,3,22,1,0,0,0,0,0,1,Yellow,ASHA Worker,Verified
Wokha Rural,Nagaland,2023-10-30,0,None,Low,10.3,2,1,4,12,0,0,0,0,0,0,0,Yellow,ASHA Worker,Under Investigation
Bishnupur Rural,Manipur,2023-10-31,0,None,Low,11.4,3,2,2,10,0,0,0,0,0,0,0,Red,ASHA Worker,Under Investigation
Dharmanagar Rural,Tripura,2023-10-31,0,None,High,32.9,3,3,2,18,0,1,0,0,0,0,1,Green,Clinic,Verified
Resubelpara Rural,Meghalaya,2023-10-31,0,None,Low,10.5,3,3,0,8,0,0,0,0,0,0,0,Orange,ASHA Worker,Verified
Tezpur Rural,Assam,2023-10-31,0,None,Medium,15.6,3,4,3,12,0,0,0,0,0,0,0,Red,District Health Office,Verified
Dharmanagar Rural,Tripura,2023-10-31,0,None,High,35.5,3,3,0,7,1,0,1,0,0,0,1,Red,ASHA Worker,Under Investigation
Kolasib Rural,Mizoram,2023-10-31,0,None,Medium,29.2,3,4,6,27,0,0,1,0,0,0,1,Yellow,Community Leader,Under Investigation
Jowai Rural,Meghalaya,2023-10-31,0,None,Low,6.6,0,2,3,10,0,0,0,0,0,0,0,Green,Clinic,Verified
Dibrugarh Rural,Assam,2023-11-01,0,None,Low,12.7,2,1,6,18,0,0,0,0,0,0,0,Yellow,Clinic,Verified
Kiphire Village,Nagaland,2023-11-01,0,None,Low,9.0,3,2,0,7,0,0,0,0,0,0,0,Yellow,ASHA Worker,Under Investigation
Gyalshing Rural,Sikkim,2023-11-01,0,None,Medium,25.5,3,3,0,13,1,0,0,0,0,0,1,Green,District Health Office,Verified
Itanagar Rural,Arunachal Pradesh,2023-11-01,0,None,Low,13.4,4,2,2,15,0,0,0,0,0,0,0,Orange,Clinic,Verified
Champhai Rural,Mizoram,2023-11-01,0,None,Medium,15.4,5,2,2,16,0,0,0,0,0,0,0,Red,ASHA Worker,Verified
Ziro Village,Arunachal Pradesh,2023-11-01,0,None,Low,12.9,3,3,2,16,0,0,0,0,0,0,0,Yellow,ASHA Worker,Verified
Udaipur Village,Tripura,2023-11-01,0,None,Low,11.1,3,1,3,12,0,0,0,0,0,0,0,Red,ASHA Worker,Verified
Champhai Rural,Mizoram,2023-11-02,0,None,Medium,22.0,2,2,0,6,1,0,0,0,0,0,0,Yellow,Clinic,Verified
Rangpo Rural,Sikkim,2023-11-02,0,None,Medium,21.4,2,0,2,9,1,0,0,0,0,0,0,Green,District Health Office,Verified
Khliehriat Village,Meghalaya,2023-11-02,0,None,Medium,20.7,1,5,1,13,0,0,1,0,0,0,0,Green,Clinic,Verified
Kohima Rural,Nagaland,2023-11-02,0,None,Low,6.5,1,3,0,9,0,0,0,0,0,0,0,Red,District Health Office,Verified
Senapati Rural,Manipur,2023-11-02,0,None,Low,12.9,3,3,2,15,0,0,0,0,0,0,0,Orange,Clinic,Verified
Khowai Village,Tripura,2023-11-02,0,None,Medium,25.4,4,0,2,12,1,0,0,0,0,0,1,Yellow,Community Leader,Verified
Udaipur Village,Tripura,2023-11-02,0,None,Medium,17.2,5,4,1,17,0,0,0,0,0,0,0,Orange,Clinic,Verified
Itanagar Rural,Arunachal Pradesh,2023-11-03,0,None,Medium,28.5,3,5,0,9,1,0,0,0,0,0,1,Yellow,ASHA Worker,Verified
Thoubal Village,Manipur,2023-11-03,0,None,Low,14.7,6,1,1,15,0,0,0,0,0,0,0,Green,Clinic,Verified
Tura Village,Meghalaya,2023-11-03,0,None,Low,4.5,0,3,0,7,0,0,0,0,0,0,0,Orange,ASHA Worker,Under Investigation
Udaipur Village,Tripura,2023-11-03,0,None,Medium,28.6,2,4,3,11,1,0,0,0,0,0,1,Green,ASHA Worker,Verified
Tamenglong Rural,Manipur,2023-11-03,0,None,Medium,25.5,4,5,0,16,0,0,1,0,0,0,1,Green,ASHA Worker,Verified
Bomdila Rural,Arunachal Pradesh,2023-11-03,0,None,Low,8.0,1,4,0,11,0,0,0,0,0,0,0,Green,District Health Office,Verified
Bomdila Rural,Arunachal Pradesh,2023-11-03,0,None,Medium,29.0,4,0,5,12,1,0,0,0,0,0,1,Orange,ASHA Worker,Verified
Rangpo Rural,Sikkim,2023-11-04,0,None,Low,11.7,3,3,1,10,0,0,0,0,0,0,0,Green,ASHA Worker,Verified
Pasighat Rural,Arunachal Pradesh,2023-11-04,0,None,Medium,20.9,4,7,2,17,0,0,0,0,0,0,0,Yellow,Clinic,Under Investigation
Hnahthial Village,Mizoram,2023-11-04,0,None,High,37.2,4,2,1,14,1,0,1,0,0,0,1,Orange,Clinic,Verified
Itanagar Rural,Arunachal Pradesh,2023-11-04,0,None,High,31.1,3,1,3,10,0,1,0,0,0,0,1,Green,District Health Office,Under Investigation
Dibrugarh Rural,Assam,2023-11-04,0,None,Medium,18.9,6,3,2,15,0,0,0,0,0,0,0,Yellow,ASHA Worker,Verified
Kiphire Village,Nagaland,2023-11-04,0,None,Medium,16.9,5,3,2,20,0,0,0,0,0,0,0,Orange,Community Leader,Verified
Kohima Rural,Nagaland,2023-11-04,0,None,Medium,29.6,5,4,3,28,0,0,1,0,0,0,1,Orange,Clinic,Verified
Hnahthial Village,Mizoram,2023-11-05,0,None,Medium,21.5,5,1,0,11,0,0,1,0,0,0,0,Yellow,Community Leader,Verified
Tura Village,Meghalaya,2023-11-05,0,None,Medium,27.4,2,4,2,16,1,0,0,0,0,0,1,Yellow,Clinic,Verified
Karimganj Village,Assam,2023-11-05,0,None,Medium,20.0,1,2,0,6,1,0,0,0,0,0,0,Green,ASHA Worker,Pending
Mokokchung Rural,Nagaland,2023-11-05,0,None,Low,12.9,3,3,2,19,0,0,0,0,0,0,0,Green,Clinic,Pending
Resubelpara Rural,Meghalaya,2023-11-05,0,None,Low,6.4,2,0,2,7,0,0,0,0,0,0,0,Yellow,Clinic,Under Investigation
Kohima Rural,Nagaland,2023-11-05,0,None,Low,9.4,2,2,2,14,0,0,0,0,0,0,0,Green,ASHA Worker,Pending
Nagaon Rural,Assam,2023-11-05,0,None,Medium,21.0,4,2,0,14,0,0,1,0,0,0,0,Yellow,District Health Office,Verified
Saitual Rural,Mizoram,2023-11-06,0,None,High,36.2,4,8,1,32,1,0,0,0,0,0,1,Yellow,District Health Office,Verified
Churachandpur Village,Manipur,2023-11-06,0,None,Low,8.2,2,2,1,10,0,0,0,0,0,0,0,Yellow,ASHA Worker,Verified
Kailashahar Village,Tripura,2023-11-06,0,None,Low,11.4,3,2,2,11,0,0,0,0,0,0,0,Green,Clinic,Verified
Wokha Rural,Nagaland,2023-11-06,0,None,Medium,17.2,8,0,1,20,0,0,0,0,0,0,0,Yellow,Community Leader,Under Investigation
Bomdila Rural,Arunachal Pradesh,2023-11-06,0,None,Low,8.7,3,1,1,12,0,0,0,0,0,0,0,Green,District Health Office,Verified
Gangtok Rural,Sikkim,2023-11-06,0,None,Low,14.1,3,3,3,21,0,0,0,0,0,0,0,Yellow,District Health Office,Verified
Thoubal Village,Manipur,2023-11-06,0,None,Medium,21.9,0,3,2,6,1,0,0,0,0,0,0,Green,District Health Office,Under Investigation
Saitual Rural,Mizoram,2023-11-07,0,None,Low,13.4,4,2,2,10,0,0,0,0,0,0,0,Yellow,District Health Office,Verified
Belonia Rural,Tripura,2023-11-07,0,None,High,39.3,4,1,4,19,1,0,1,0,0,0,1,Yellow,ASHA Worker,Verified
Pasighat Rural,Arunachal Pradesh,2023-11-07,0,None,Low,8.6,1,2,3,13,0,0,0,0,0,0,0,Red,ASHA Worker,Verified
Imphal Rural,Manipur,2023-11-07,0,None,High,35.7,4,1,1,14,1,0,1,0,0,0,1,Green,Clinic,Verified
Thoubal Village,Manipur,2023-11-07,0,None,Low,7.1,1,1,3,9,0,0,0,0,0,0,0,Red,Clinic,Verified
Churachandpur Village,Manipur,2023-11-07,0,None,Medium,28.2,3,4,1,15,1,0,0,0,0,0,1,Orange,District Health Office,Verified
Gyalshing Rural,Sikkim,2023-11-07,0,None,Low,14.0,4,4,0,15,0,0,0,0,0,0,0,Green,Clinic,Under Investigation
Barpeta Village,Assam,2023-11-08,0,None,Low,11.0,4,2,0,8,0,0,0,0,0,0,0,Green,ASHA Worker,Verified
Agartala Rural,Tripura,2023-11-08,0,None,Low,10.0,5,0,0,10,0,0,0,0,0,0,0,Red,ASHA Worker,Verified
Serchhip Village,Mizoram,2023-11-08,0,None,Medium,27.4,5,0,2,10,1,0,0,0,0,0,1,Green,Clinic,Pending
Guwahati Rural,Assam,2023-11-08,0,None,Low,11.7,3,3,1,10,0,0,0,0,0,0,0,Green,District Health Office,Pending
Guwahati Rural,Assam,2023-11-08,0,None,Medium,24.9,3,1,2,12,1,0,0,0,0,0,0,Green,District Health Office,Verified
Tezpur Village,Arunachal Pradesh,2023-11-08,0,None,Medium,15.8,4,2,4,19,0,0,0,0,0,0,0,Yellow,ASHA Worker,Verified
Phek Rural,Nagaland,2023-11-08,0,None,Medium,20.2,2,0,1,3,1,0,0,0,0,0,0,Green,District Health Office,Under Investigation
Mangan Village,Sikkim,2023-11-09,0,None,Medium,19.2,1,4,1,8,0,0,1,0,0,0,0,Green,ASHA Worker,Under Investigation
Shillong Rural,Meghalaya,2023-11-09,0,None,High,40.8,4,2,4,16,1,0,1,0,0,0,1,Orange,Clinic,Verified
Jorhat Village,Assam,2023-11-09,0,None,Low,10.0,5,0,0,11,0,0,0,0,0,0,0,Yellow,Clinic,Pending
Baghmara Rural,Meghalaya,2023-11-09,0,None,Low,11.8,2,2,4,14,0,0,0,0,0,0,0,Green,Clinic,Verified
Resubelpara Rural,Meghalaya,2023-11-09,0,None,Low,8.7,3,1,1,8,0,0,0,0,0,0,0,Orange,Clinic,Pending
Guwahati Rural,Assam,2023-11-09,0,None,Medium,19.2,0,2,1,5,1,0,0,0,0,0,0,Green,Clinic,Verified
Resubelpara Rural,Meghalaya,2023-11-09,0,None,Low,4.5,0,3,0,4,0,0,0,0,0,0,0,Green,ASHA Worker,Verified
Churachandpur Village,Manipur,2023-11-10,0,None,Low,12.9,3,3,2,15,0,0,0,0,0,0,0,Yellow,ASHA Worker,Under Investigation
Jiribam Village,Manipur,2023-11-10,0,None,Low,10.0,2,4,0,8,0,0,0,0,0,0,0,Green,ASHA Worker,Verified
Hnahthial Village,Mizoram,2023-11-10,0,None,Low,7.6,2,0,3,9,0,0,0,0,0,0,0,Orange,Clinic,Pending
Gangtok Rural,Sikkim,2023-11-10,0,None,Low,9.5,4,1,0,8,0,0,0,0,0,0,0,Green,District Health Office,Verified
Itanagar Rural,Arunachal Pradesh,2023-11-10,0,None,Medium,19.4,2,2,2,7,0,0,1,0,0,0,0,Green,Clinic,Verified
Belonia Rural,Tripura,2023-11-10,1,Water-borne,High,31.2,6,2,1,15,1,0,0,19,1,5,1,Red,ASHA Worker,Verified
Resubelpara Rural,Meghalaya,2023-11-10,0,None,Medium,29.8,2,4,4,21,1,0,0,0,0,0,1,Green,Clinic,Under Investigation
Jorethang Rural,Sikkim,2023-11-11,0,None,Medium,21.0,1,6,0,12,0,0,1,0,0,0,0,Yellow,District Health Office,Verified
Tezpur Village,Arunachal Pradesh,2023-11-11,0,None,High,30.0,1,2,0,4,1,0,1,0,0,0,1,Yellow,District Health Office,Verified
Guwahati Rural,Assam,2023-11-11,0,None,Low,14.6,4,2,3,16,0,0,0,0,0,0,0,Green,District Health Office,Verified
Dibrugarh Rural,Assam,2023-11-11,0,None,Medium,19.3,5,3,4,18,0,0,0,0,0,0,0,Yellow,Clinic,Verified
Serchhip Village,Mizoram,2023-11-11,0,None,Medium,29.6,4,2,3,22,1,0,0,0,0,0,1,Green,ASHA Worker,Pending
Naharlagun Village,Arunachal Pradesh,2023-11-11,0,None,Low,10.5,3,3,0,13,0,0,0,0,0,0,0,Green,Community Leader,Under Investigation
Nongpoh Village,Meghalaya,2023-11-11,0,None,Medium,15.4,5,2,2,13,0,0,0,0,0,0,0,Green,Clinic,Verified
Namchi Village,Sikkim,2023-11-12,0,None,Medium,26.1,9,3,3,34,0,0,0,0,0,0,1,Green,Clinic,Verified
Tura Village,Meghalaya,2023-11-12,0,None,Medium,22.6,3,2,3,10,0,0,1,0,0,0,0,Green,Community Leader,Verified
Udaipur Village,Tripura,2023-11-12,0,None,Medium,20.0,2,4,0,9,0,0,1,0,0,0,0,Green,Community Leader,Under Investigation
Belonia Rural,Tripura,2023-11-12,0,None,High,32.0,2,2,0,5,1,0,1,0,0,0,1,Green,Clinic,Under Investigation
Dharmanagar Rural,Tripura,2023-11-12,0,None,Low,10.9,2,3,2,12,0,0,0,0,0,0,0,Green,Clinic,Pending
Mokokchung Rural,Nagaland,2023-11-12,0,None,Low,9.7,2,3,1,12,0,0,0,0,0,0,0,Orange,District Health Office,Verified
Silchar Village,Assam,2023-11-12,0,None,Low,13.7,4,3,1,13,0,0,0,0,0,0,0,Yellow,ASHA Worker,Verified
Kohima Rural,Nagaland,2023-11-13,0,None,Low,11.7,3,3,1,10,0,0,0,0,0,0,0,Green,Clinic,Under Investigation
Williamnagar Village,Meghalaya,2023-11-13,0,None,Medium,15.0,3,2,5,19,0,0,0,0,0,0,0,Green,Community Leader,Verified
Lawngtlai Village,Mizoram,2023-11-13,1,Water-borne,High,30.9,6,1,2,14,1,0,0,6,1,4,1,Red,Clinic,Verified
Kolasib Rural,Mizoram,2023-11-13,0,None,Low,12.2,4,2,1,13,0,0,0,0,0,0,0,Green,ASHA Worker,Under Investigation
Tawang Rural,Arunachal Pradesh,2023-11-13,0,None,Low,10.6,2,2,3,11,0,0,0,0,0,0,0,Green,District Health Office,Verified
Karimganj Village,Assam,2023-11-13,0,None,Medium,25.5,3,3,0,8,1,0,0,0,0,0,1,Green,Clinic,Verified
Teliamura Rural,Tripura,2023-11-13,0,None,Medium,19.7,2,3,1,12,0,0,1,0,0,0,0,Yellow,ASHA Worker,Verified
Wokha Rural,Nagaland,2023-11-14,0,None,Low,5.9,1,1,2,7,0,0,0,0,0,0,0,Yellow,ASHA Worker,Verified
Phek Rural,Nagaland,2023-11-14,0,None,Low,8.9,1,3,2,7,0,0,0,0,0,0,0,Red,Clinic,Verified
Roing Village,Arunachal Pradesh,2023-11-14,0,None,Medium,20.3,2,1,4,10,0,0,1,0,0,0,0,Yellow,ASHA Worker,Verified
Imphal Rural,Manipur,2023-11-14,0,None,Medium,19.4,4,6,2,28,0,0,0,0,0,0,0,Green,District Health Office,Pending
Shillong Rural,Meghalaya,2023-11-14,0,None,Low,9.7,2,3,1,13,0,0,0,0,0,0,0,Orange,District Health Office,Verified
Senapati Rural,Manipur,2023-11-14,0,None,Low,14.3,1,5,4,22,0,0,0,0,0,0,0,Orange,Clinic,Verified
Tezpur Rural,Assam,2023-11-14,0,None,Medium,16.2,1,2,1,9,0,0,1,0,0,0,0,Green,Clinic,Under Investigation
